Dataset,Sample_Index,Observed,Predicted,Residual,Standardized_Residual,Residual_Outlier_absSR_gt_3
Train_OOF,1,4.18,4.576502812700001,-0.39650281270000143,-0.5298192842079685,False
Train_OOF,2,5.096910013,4.461633688255813,0.6352763247441864,0.8488758134104216,False
Train_OOF,3,5.372634143,6.036212173,-0.66357803,-0.886693424635907,False
Train_OOF,4,4.995678626,5.88432382,-0.8886451939999995,-1.1874351089563642,False
Train_OOF,5,4.397940009,4.576502812700001,-0.1785628037000011,-0.2386011241591937,False
Train_OOF,6,3.0,4.676421484642858,-1.6764214846428578,-2.2400860790270394,False
Train_OOF,7,5.698970004,4.2960830604,1.4028869436000004,1.8745807910453045,False
Train_OOF,8,4.698970004,4.88123511826087,-0.18226511426086933,-0.24354826568870147,False
Train_OOF,9,3.53,3.4975377780625,0.0324622219374997,0.04337702190208509,False
Train_OOF,10,3.71,3.435685407388889,0.2743145926111108,0.36654761693956245,False
Train_OOF,11,5.853871964,4.62860513075,1.22526683325,1.6372393228076512,False
Train_OOF,12,4.958607315,4.542211496649999,0.4163958183500007,0.5564009317439776,False
Train_OOF,13,4.173925197,4.576502812700001,-0.40257761570000117,-0.5379366232887368,False
Train_OOF,14,2.71,4.88123511826087,-2.17123511826087,-2.9012713134889037,False
Train_OOF,15,5.0,4.461633688255813,0.5383663117441868,0.7193816658894739,False
Train_OOF,16,4.890084137,4.570469221000001,0.319614915999999,0.42707930585459086,False
Train_OOF,17,6.036212173,5.997836665666667,0.03837550733333295,0.05127853617988732,False
Train_OOF,18,4.48148606,4.2960830604,0.18540299959999995,0.24774120483327883,False
Train_OOF,19,3.931814138,4.130864955,-0.19905081699999982,-0.26597783926376384,False
Train_OOF,20,4.91721463,5.3061532005,-0.3889385704999997,-0.5197117105423741,False
Train_OOF,21,4.924453039,4.461633688255813,0.4628193507441871,0.618433487165225,False
Train_OOF,22,5.638272164,5.1620302769999995,0.4762418870000005,0.6363690939844664,False
Train_OOF,23,3.935542011,4.576502812700001,-0.6409608017000012,-0.8564715867955282,False
Train_OOF,24,4.931814138,4.461633688255813,0.4701804497441868,0.6282696146232025,False
Train_OOF,25,6.026872146,5.721381539333333,0.30549060666666694,0.4082059682105023,False
Train_OOF,26,4.721246399,4.2960830604,0.4251633386,0.5681163626421895,False
Train_OOF,27,4.236572006,4.570469221000001,-0.33389721500000036,-0.44616375416278026,False
Train_OOF,28,2.3,4.636028604608696,-2.336028604608696,-3.1214734512351527,True
Train_OOF,29,5.045757491,5.8153920715,-0.7696345805,-1.0284094575912415,False
Train_OOF,30,5.568636236,5.874126842666666,-0.30549060666666605,-0.4082059682105011,False
Train_OOF,31,3.0,3.435685407388889,-0.43568540738888917,-0.5821762753983045,False
Train_OOF,32,3.41,3.435685407388889,-0.025685407388889026,-0.03432163334404311,False
Train_OOF,33,5.15490196,4.570469221000001,0.5844327389999995,0.7809370464137468,False
Train_OOF,34,4.27572413,4.576502812700001,-0.30077868270000074,-0.40190975011746616,False
Train_OOF,35,4.537602002,3.435685407388889,1.1019165946111107,1.4724149305227332,False
Train_OOF,36,5.744727495,5.045757491,0.6989700040000004,0.9339852715806971,False
Train_OOF,37,5.22184875,4.2960830604,0.9257656896000004,1.2370366597607916,False
Train_OOF,38,6.244125144,6.036212173,0.20791297099999984,0.27781972269669003,False
Train_OOF,39,5.605548319,5.88432382,-0.27877550099999926,-0.37250842027768766,False
Train_OOF,40,4.91721463,5.455799940111111,-0.5385853101111104,-0.719674298260014,False
Train_OOF,41,5.886056648,5.045757491,0.8402991570000005,1.1228336436017872,False
Train_OOF,42,3.903089987,4.570469221000001,-0.6673792340000007,-0.8917727106280913,False
Train_OOF,43,6.026872146,5.455799940111111,0.5710722058888891,0.7630842901082798,False
Train_OOF,44,4.167491087,3.4544875654499996,0.7130035215500006,0.9527372904443984,False
Train_OOF,45,3.15,3.435685407388889,-0.28568540738888926,-0.3817416502565018,False
Train_OOF,46,3.86,4.676421484642858,-0.8164214846428579,-1.0909275615473695,False
Train_OOF,47,4.443697499,4.636028604608696,-0.19233110560869626,-0.25699875370525027,False
Train_OOF,48,4.522878745,4.576502812700001,-0.05362406770000128,-0.07165413272018945,False
