Model,Residual_Scale_Method,Training_OOF_Residual_SD,Train_OOF_Residual_Outliers,Test_Residual_Outliers,Leverage_Used_For_AD,Primary_AD_Method
Ridge,5-fold training OOF residual SD,0.2813305107514077,1,1,False,Structural distance AD
