Dataset,Sample_Index,Observed,Predicted,Residual,Standardized_Residual,Residual_Outlier_absSR_gt_3
Train_OOF,1,4.18,4.197385787963867,-0.01738578796386747,-0.042569317100754005,False
Train_OOF,2,5.096910013,4.726357936859131,0.3705520761408687,0.9073013466152051,False
Train_OOF,3,5.372634143,5.75341796875,-0.38078382575,-0.932353912222921,False
Train_OOF,4,4.995678626,5.388156890869141,-0.3924782648691405,-0.9609878912069493,False
Train_OOF,5,4.397940009,4.661537170410156,-0.2635971614101562,-0.6454209135788533,False
Train_OOF,6,3.0,3.9171247482299805,-0.9171247482299805,-2.245591301900731,False
Train_OOF,7,5.698970004,5.107372283935547,0.5915977200644535,1.448534342754325,False
Train_OOF,8,4.698970004,5.45682430267334,-0.7578542986733394,-1.8556156340709438,False
Train_OOF,9,3.53,3.331411361694336,0.19858863830566387,0.48624673982048283,False
Train_OOF,10,3.71,3.772106170654297,-0.06210617065429691,-0.15206772784707254,False
Train_OOF,11,5.853871964,5.1312150955200195,0.7226568684799801,1.7694342904271172,False
Train_OOF,12,4.958607315,4.822806358337402,0.13580095666259773,0.33251032387892415,False
Train_OOF,13,4.173925197,4.121011257171631,0.052913939828369116,0.12956043685137583,False
Train_OOF,14,2.71,3.724060297012329,-1.0140602970123291,-2.4829391933524954,False
Train_OOF,15,5.0,4.913111209869385,0.08688879013061523,0.21274827849379954,False
Train_OOF,16,4.890084137,4.523563385009766,0.36652075199023404,0.8974305995164282,False
Train_OOF,17,6.036212173,5.889653205871582,0.14655896712841798,0.3588514457104169,False
Train_OOF,18,4.48148606,4.116031169891357,0.3654548901086425,0.8948208235018251,False
Train_OOF,19,3.931814138,4.258758068084717,-0.3269439300847168,-0.8005262610396545,False
Train_OOF,20,4.91721463,4.949129104614258,-0.03191447461425767,-0.07814298625876505,False
Train_OOF,21,4.924453039,4.490583896636963,0.4338691423630374,1.0623339672535483,False
Train_OOF,22,5.638272164,5.2215895652771,0.41668259872290037,1.0202525023464961,False
Train_OOF,23,3.935542011,3.9860358238220215,-0.05049381282202159,-0.12363472591026593,False
Train_OOF,24,4.931814138,4.593118190765381,0.33869594723461915,0.8293012205449358,False
Train_OOF,25,6.026872146,5.972397327423096,0.05447481857690395,0.13338226779399978,False
Train_OOF,26,4.721246399,4.662591934204102,0.05865446479589842,0.1436161833136829,False
Train_OOF,27,4.236572006,4.427958011627197,-0.191386005627197,-0.468611004524094,False
Train_OOF,28,2.3,4.125181198120117,-1.8251811981201174,-4.468978763032478,True
Train_OOF,29,5.045757491,5.199566841125488,-0.15380935012548846,-0.37660409825315216,False
Train_OOF,30,5.568636236,5.469231605529785,0.09940463047021453,0.24339346853672994,False
Train_OOF,31,3.0,3.2846646308898926,-0.2846646308898926,-0.6970048734578771,False
Train_OOF,32,3.41,3.6916489601135254,-0.28164896011352525,-0.6896209662218371,False
Train_OOF,33,5.15490196,4.675593852996826,0.47930810700317394,1.1735918348012229,False
Train_OOF,34,4.27572413,4.238319396972656,0.03740473302734415,0.09158595196371262,False
Train_OOF,35,4.537602002,4.530498027801514,0.007103974198486185,0.017394168786564548,False
Train_OOF,36,5.744727495,4.9698710441589355,0.7748564508410647,1.8972456141746563,False
Train_OOF,37,5.22184875,4.908168792724609,0.313679957275391,0.7680492593812054,False
Train_OOF,38,6.244125144,5.75341796875,0.49070717524999985,1.2015025945471,False
Train_OOF,39,5.605548319,5.388156890869141,0.21739142813085977,0.532285603524049,False
Train_OOF,40,4.91721463,5.069045543670654,-0.15183091367065416,-0.3717598720964449,False
Train_OOF,41,5.886056648,4.999263763427734,0.8867928845722659,2.171323358164987,False
Train_OOF,42,3.903089987,4.374151706695557,-0.47106171969555666,-1.1534004533715656,False
Train_OOF,43,6.026872146,5.789023399353027,0.2378487466469723,0.5823756012137367,False
Train_OOF,44,4.167491087,3.955402374267578,0.21208871273242202,0.5193018392126307,False
Train_OOF,45,3.15,3.4454426765441895,-0.29544267654418954,-0.7233950516964313,False
Train_OOF,46,3.86,4.028005599975586,-0.16800559997558606,-0.41136379178940674,False
Train_OOF,47,4.443697499,4.522155284881592,-0.07845778588159202,-0.19210486019717862,False
Train_OOF,48,4.522878745,4.507441997528076,0.015436747471923695,0.037797067323165685,False
Train_OOF,49,4.04,3.840360403060913,0.19963959693908695,0.48882002504741306,False
Train_OOF,50,4.661543506,4.703454494476318,-0.041910988476318245,-0.1026195742270838,False
Train_OOF,51,4.036212173,4.675593852996826,-0.6393816799968262,-1.565533960310825,False
Train_OOF,52,4.28,4.360716819763184,-0.08071681976318335,-0.1976361326276642,False
Train_OOF,53,2.4,3.4096944332122803,-1.0096944332122804,-2.4722493217798505,False
Train_OOF,54,3.871600731,3.8100924491882324,0.061508281811767596,0.15060378961306617,False
Train_OOF,55,4.795880017,4.61947774887085,0.17640226812915039,0.4319231377311462,False
Train_OOF,56,4.387216143,4.222593784332275,0.16462235866772446,0.40307988355573626,False
Train_OOF,57,4.568636236,4.636680603027344,-0.06804436702734407,-0.1666074751933619,False
Train_OOF,58,2.4,2.6438369750976562,-0.24383697509765634,-0.5970378527216182,False
Train_OOF,59,4.387216143,4.234612941741943,0.1526032012580565,0.3736508278166821,False
Train_OOF,60,4.031517051,4.001541614532471,0.029975436467529093,0.07339522734728542,False
Train_OOF,61,4.958607315,5.169659614562988,-0.2110522995629882,-0.5167641687343805,False
Train_OOF,62,2.8,3.0994811058044434,-0.29948110580444354,-0.7332831957440866,False
Train_OOF,63,4.301029996,4.447173595428467,-0.14614359942846722,-0.3578344127539951,False
Train_OOF,64,4.259637311,4.3711838722229,-0.11154656122290074,-0.2731231363263466,False
Train_OOF,65,3.47,3.960779905319214,-0.49077990531921367,-1.2016806750221154,False
Train_OOF,66,4.91721463,4.928215026855469,-0.011000396855468608,-0.02693460790778053,False
Train_OOF,67,5.0,4.888160705566406,0.11183929443359375,0.2738398972173578,False
Train_OOF,68,3.0,3.3009755611419678,-0.3009755611419678,-0.736942388142395,False
Train_OOF,69,6.37675071,6.136540412902832,0.24021029709716757,0.5881578867318115,False
Train_OOF,70,4.48148606,4.653564453125,-0.17207839312500006,-0.4213360762451649,False
Train_OOF,71,5.554395797,5.351999282836914,0.20239651416308568,0.4955703710065862,False
Train_OOF,72,6.32,5.5425825119018555,0.7774174880981448,1.9035163456094388,False
Train_OOF,73,5.226945307,5.454220771789551,-0.22727546478955052,-0.5564867896672214,False
Train_OOF,74,3.798602876,3.9624898433685303,-0.16388696736853037,-0.40127926885402765,False
Train_OOF,75,3.0,3.4028067588806152,-0.40280675888061523,-0.9862773366816944,False
Train_OOF,76,4.031517051,4.082715034484863,-0.051197983484863485,-0.1253588964972916,False
Train_OOF,77,3.840132153,4.05427885055542,-0.21414669755542004,-0.5243408405337565,False
Train_OOF,78,3.93,4.021249294281006,-0.0912492942810057,-0.2234250268978928,False
Train_OOF,79,5.568636236,5.472109317779541,0.09652691822045867,0.23634735446130378,False
Train_OOF,80,4.301029996,4.365960597991943,-0.06493060199194378,-0.15898338294947437,False
Train_OOF,81,4.124938737,4.460794925689697,-0.33585618868969735,-0.8223480365857395,False
Train_OOF,82,5.698970004,5.602354049682617,0.09661595431738323,0.23656536044707058,False
Train_OOF,83,3.31,3.4442172050476074,-0.13421720504760737,-0.32863248843957155,False
Train_OOF,84,4.522878745,4.565734386444092,-0.04285564144409193,-0.10493256871539235,False
Train_OOF,85,2.4,2.464071035385132,-0.06407103538513192,-0.15687872346952214,False
Test,86,4.0,4.495479583740234,-0.4954795837402344,-1.2131878958275104,False
Test,87,5.844663963,6.286491394042969,-0.4418274310429684,-1.081819935626072,False
Test,88,6.080921908,5.967613220214844,0.1133086877851559,0.2774377250327198,False
Test,89,3.0,2.79608154296875,0.20391845703125,0.4992968669640179,False
Test,90,4.14,4.141283988952637,-0.0012839889526370385,-0.0031438628489123886,False
Test,91,4.22184875,4.055754661560059,0.16609408843994178,0.4066834321260021,False
Test,92,5.0,5.10167121887207,-0.10167121887207031,-0.2489432383036233,False
Test,93,4.677780705,4.645269393920898,0.032511311079101546,0.07960434773297805,False
Test,94,3.06,2.4881255626678467,0.5718744373321534,1.4002416407701497,False
Test,95,5.782516056,5.575018882751465,0.20749717324853556,0.5080593979337877,False
Test,96,3.987162775,4.645269393920898,-0.6581066189208986,-1.6113822051190385,False
Test,97,4.619788758,4.4079742431640625,0.21181451483593783,0.5186304622679645,False
Test,98,7.22184875,6.159441947937012,1.0624068020629887,2.6013162095965674,False
Test,99,3.987162775,3.9837658405303955,0.003396934469604318,0.008317436109746525,False
Test,100,5.57,5.530200481414795,0.03979951858520536,0.0974496140544254,False
Test,101,2.3,3.054154872894287,-0.7541548728942873,-1.8465575442445599,False
Test,102,4.408935393,3.948119640350342,0.46081575264965835,1.128313076193885,False
Test,103,4.0,4.247852325439453,-0.24785232543945312,-0.6068694877516675,False
Test,104,4.22184875,4.16146993637085,0.06037881362915076,0.14783827278282796,False
Test,105,4.744727495,5.040566444396973,-0.2958389493969724,-0.7243653306831296,False
Test,106,5.75,5.089779376983643,0.6602206230163574,1.6165583703224167,False
Test,107,4.92,4.431446075439453,0.4885539245605468,1.196230333572375,False
