Model,Residual_Scale_Method,Training_OOF_Residual_SD,Train_OOF_Residual_Outliers,Test_Residual_Outliers,Leverage_Used_For_AD,Primary_AD_Method
DecisionTree,5-fold training OOF residual SD,0.7483736898945401,1,0,False,Structural distance AD
