1,27.9581
2,28.0997
3,28.096
4,28.1062
5,27.9703
6,28.0048
7,27.9573
8,28.1595
9,27.9448
10,28.0631
11,28.013
12,28.0536
13,28.016
14,28.0927
15,28.0399
16,28.0534
17,27.8631
18,27.9339
19,27.8931
20,27.8809
21,27.9873
22,27.866
23,27.993
24,27.9423
25,27.9144
26,28.0391
27,28.0315
28,28.0948
29,28.1136
30,28.1859
31,28.2471
32,28.205
33,28.2656
34,28.1961
35,28.2117
36,28.1585
37,28.1886
38,28.1373
39,28.2437
40,28.1815
41,28.215
42,28.1176
43,28.1845
44,28.2948
45,28.2763
46,28.3473
47,28.2662
48,28.3708
49,28.3128
50,28.2464
51,28.1937
52,28.097
53,28.154
54,28.1797
55,28.1397
56,28.2867
57,28.2901
58,28.3887
59,28.2355
60,28.2613
61,28.1759
62,28.2154
63,28.2785
64,28.164
65,28.2674
66,28.1188
67,28.1926
68,28.28
69,28.2475
70,28.2626
71,28.1867
72,28.1643
73,28.1008
74,28.1038
75,28.1702
76,28.2261
77,28.1717
78,28.2143
79,28.1907
80,28.2727
81,28.2325
82,28.3701
83,28.3197
84,28.2732
85,28.2524
86,28.2138
87,28.2233
88,28.1846
89,28.1538
90,28.2415
91,28.1968
92,28.232
93,28.2965
94,28.2735
95,28.2289
96,28.202
97,28.189
98,28.3432
99,28.3139
100,28.3223
101,28.3448
102,28.362
103,28.3167
104,28.3285
105,28.2982
106,28.3186
107,28.2576
108,28.4077
109,28.4035
110,28.271
111,28.2593
112,28.2727
113,28.2473
114,28.2239
115,28.253
116,28.2948
117,28.2485
118,28.2787
119,28.3465
120,28.2701
121,28.2503
122,28.0437
123,28.0719
124,28.1711
125,28.0789
126,28.087
127,28.0545
128,28.1675
129,28.1579
130,28.264
131,28.2049
132,28.1232
133,28.2033
134,28.3055
135,28.3037
136,28.2856
137,28.3666
138,28.3806
139,28.3626
140,28.2773
141,28.3229
142,28.4665
143,28.3484
144,28.5334
145,28.3877
146,28.2966
147,28.3429
148,28.2723
149,28.2167
150,28.2676
151,28.2168
152,28.1724
153,28.2025
154,28.1898
155,28.3193
156,28.2407
157,28.2066
158,28.1906
159,28.2143
160,28.1558
161,28.1451
162,28.2541
163,28.0796
164,28.27
165,28.2525
166,28.326
167,28.2968
168,28.3183
169,28.3027
170,28.3311
171,28.3421
172,28.2458
173,28.2121
174,28.2782
175,28.2533
176,28.3996
177,28.4012
178,28.4185
179,28.4281
180,28.4106
181,28.3116
182,28.3802
183,28.3472
184,28.2678
185,28.3371
186,28.2372
187,28.2098
188,28.1865
189,28.2869
190,28.3084
191,28.1849
192,28.1621
193,28.1918
194,28.1804
195,28.2998
196,28.3118
197,28.3456
198,28.2751
199,28.2875
200,28.3344
201,28.2574
202,28.2616
203,28.317
204,28.4033
205,28.3561
206,28.2558
207,28.3218
208,28.2836
209,28.2433
210,28.3579
211,28.2379
212,28.2179
213,28.2007
214,28.2098
215,28.1645
216,28.1583
217,28.1832
218,28.3035
219,28.1907
220,28.1451
221,28.2437
222,28.2486
223,28.2359
224,28.3308
225,28.4403
226,28.3122
227,28.3092
228,28.4236
229,28.5248
230,28.4214
231,28.4381
232,28.4514
233,28.5103
234,28.428
235,28.4067
236,28.385
237,28.5155
238,28.497
239,28.5327
240,28.3892
241,28.5054
242,28.5
243,28.5853
244,28.5212
245,28.5356
246,28.498
247,28.5429
248,28.4765
249,28.5765
250,28.4464
251,28.4659
252,28.6441
253,28.485
254,28.493
255,28.5391
256,28.438
257,28.4053
258,28.5557
259,28.4889
260,28.5579
261,28.4067
262,28.4114
263,28.4004
264,28.5323
265,28.5318
266,28.5207
267,28.4756
268,28.4645
269,28.5862
270,28.4844
271,28.4987
272,28.4706
273,28.5381
274,28.5317
275,28.6092
276,28.4689
277,28.5346
278,28.3666
279,28.456
280,28.6203
281,28.5124
282,28.6116
283,28.4549
284,28.4365
285,28.4274
286,28.3365
287,28.4994
288,28.4682
289,28.5509
290,28.4375
291,28.4197
292,28.4599
293,28.448
294,28.3833
295,28.4935
296,28.7106
297,28.6477
298,28.5051
299,28.5742
300,28.5684
301,28.5762
302,28.5274
303,28.6881
304,28.5939
305,28.5377
306,28.714
307,28.5344
308,28.5309
309,28.4509
310,28.5983
311,28.6458
312,28.5366
313,28.5581
314,28.5085
315,28.6563
316,28.6291
317,28.5937
318,28.528
319,28.4712
320,28.5789
321,28.4721
322,28.5957
323,28.5579
324,28.5019
325,28.5565
326,28.5192
327,28.4747
328,28.5412
329,28.5949
330,28.5927
331,28.5205
332,28.7127
333,28.7022
334,28.5827
335,28.7561
336,28.7064
337,28.7376
338,28.7158
339,28.7225
340,28.6104
341,28.6692
342,28.7652
343,28.6995
344,28.5836
345,28.5503
346,28.5537
347,28.7016
348,28.5152
349,28.5188
350,28.515
351,28.3954
352,28.5331
353,28.5678
354,28.5655
355,28.6869
356,28.6516
357,28.6644
358,28.6411
359,28.6827
360,28.6129
361,28.5413
362,28.4856
363,28.662
364,28.5596
365,28.6237
366,28.5527
367,28.5318
368,28.619
369,28.4984
370,28.5071
371,28.4962
372,28.6089
373,28.5953
374,28.5364
375,28.4937
376,28.4321
377,28.4562
378,28.3634
379,28.3662
380,28.4819
381,28.5215
382,28.5686
383,28.4461
384,28.3938
385,28.4982
386,28.4077
387,28.4751
388,28.5753
389,28.4245
390,28.4274
391,28.3857
392,28.4994
393,28.4548
394,28.272
395,28.4122
396,28.4266
397,28.3936
398,28.4957
399,28.468
400,28.4785
401,28.4213
402,28.4657
403,28.4518
404,28.5348
405,28.5098
406,28.6235
407,28.6563
408,28.5447
409,28.5751
410,28.5238
411,28.5221
412,28.5005
413,28.4095
414,28.4182
415,28.3759
